team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Aston Villa FC,Aston Villa,2020/2021,England,38,19,19,0,16,7,9,7,4,3,15,8,7,1.45,1.32,1.58,11,11,9,11,55,46,9,101,56,45,29,26,27,19,2,7,62,59,66,74,63,90,15,7,8,19,10,9,8,5,3,21,9,12,213,118,95,71,35,36,48,49,48,566,293,273,226,116,110,340,177,163,434,227,207,26,12,14,18,11,7,8,1,7,15,6,9,15,8,7,8,5,3,1.58,1.37,1.79,2.66,2.95,2.37,1.45,1.53,1.37,1.21,1.42,1.0,1.16,1.21,1.11,0.68,0.63,0.74,0.47,0.58,0.37,34,27,22,8,4,2,16,14,12,6,2,2,18,13,10,2,2,0,4,11,16,30,34,36,3,5,7,13,17,17,1,6,9,17,17,19,89,71,58,21,11,5,84,74,63,32,11,11,95,68,53,11,11,0,11,29,42,79,89,95,16,26,37,68,89,89,5,32,47,89,89,100,26,11,5,12,6,3,14,5,2,68,29,13,63,32,16,74,26,11,42,37,47,-6,39,37,42,50,53,47,21,26,16,55,47,63,24,12,12,63,63,63,19,11,8,50,58,42,7,3,4,18,16,21,39,32,47,39,42,37,21,26,16,5.61,6.21,5.0,1.87,1.84,1.89,95,92,74,61,50,34,26,21,1.77,1.81,1.74,1.76,1.71,1.8,63,8,6,4,4,8,3,5,6,11,2,4,5,6,3,10,5,5,6,18,21,16,39,42,37,16
Fulham FC,Fulham,2020/2021,England,38,19,19,0,5,2,3,13,4,9,20,13,7,0.74,0.53,0.95,18,20,17,18,27,53,-26,80,37,43,9,18,28,25,-19,-7,127,191,95,65,61,68,9,5,4,16,5,11,18,12,6,13,4,9,164,89,75,73,40,33,50,51,48,477,256,221,173,82,91,304,174,130,475,233,242,12,6,6,23,15,8,-11,-9,-2,6,2,4,18,9,9,14,8,6,0.95,0.79,1.11,2.11,1.95,2.26,0.71,0.47,0.95,1.39,1.47,1.32,0.92,1.11,0.74,0.32,0.32,0.32,0.61,0.79,0.42,33,26,12,5,2,1,16,12,7,1,1,0,17,14,5,4,1,1,5,12,26,33,36,37,3,7,12,18,18,19,2,5,14,15,18,18,87,68,32,13,5,3,84,63,37,5,5,0,89,74,26,21,5,5,13,32,68,87,95,97,16,37,63,95,95,100,11,26,74,79,95,95,22,10,2,12,7,1,10,3,1,58,26,5,63,37,5,53,16,5,13,11,16,-20,24,26,21,42,26,58,47,63,32,34,21,47,22,9,13,58,47,68,28,14,14,74,74,74,4,3,1,11,16,5,16,11,21,47,47,47,37,42,32,4.32,4.68,3.95,1.92,2.11,1.74,87,71,57,45,32,21,13,8,1.48,1.59,1.37,1.45,1.41,1.5,58,2,1,4,3,4,1,6,5,1,7,4,7,2,9,8,4,3,9,34,21,47,53,68,37,3
Brighton & Hove Albion FC,Brighton & Hove Albion,2020/2021,England,38,19,19,0,9,4,5,14,9,5,15,6,9,1.08,1.11,1.05,16,16,15,16,40,46,-6,86,44,42,22,18,22,24,0,-6,86,78,95,74,78,71,12,7,5,20,11,9,12,5,7,18,9,9,219,124,95,57,32,25,51,53,49,546,318,228,181,100,81,365,218,147,420,219,201,18,8,10,19,8,11,-1,0,-1,12,5,7,15,10,5,11,4,7,1.34,1.32,1.37,2.26,2.32,2.21,1.05,1.16,0.95,1.21,1.16,1.26,0.97,0.84,1.11,0.47,0.42,0.53,0.5,0.42,0.58,32,25,17,6,4,2,15,13,8,4,3,1,17,12,9,2,1,1,6,13,21,32,34,36,4,6,11,15,16,18,2,7,10,17,18,18,84,66,45,16,11,5,79,68,42,21,16,5,89,63,47,11,5,5,16,34,55,84,89,95,21,32,58,79,84,95,11,37,53,89,95,95,26,7,3,11,3,1,15,4,2,68,18,8,58,16,5,79,21,11,24,21,26,7,32,37,26,53,58,47,32,26,37,47,47,47,24,13,11,63,68,58,21,11,10,55,58,53,5,3,2,13,16,11,32,26,37,39,53,26,29,21,37,5.76,6.53,5.0,1.5,1.68,1.32,92,79,63,50,47,34,26,18,1.63,1.86,1.39,1.31,1.08,1.53,50,3,8,1,3,5,7,3,3,7,1,6,4,1,10,7,6,2,9,37,47,26,39,32,47,11
Leeds United FC,Leeds United,2020/2021,England,38,19,19,0,18,8,10,5,5,0,15,6,9,1.55,1.53,1.58,9,7,10,9,62,54,8,116,49,67,28,34,21,33,7,1,55,61,50,63,81,52,12,6,6,19,10,9,10,6,4,18,8,10,229,118,111,63,33,30,58,58,57,562,283,279,237,124,113,325,159,166,423,215,208,25,11,14,34,13,21,-9,-2,-7,9,5,4,16,8,8,13,6,7,1.13,1.21,1.05,3.05,2.58,3.53,1.63,1.47,1.79,1.42,1.11,1.74,1.55,1.26,1.84,0.66,0.58,0.74,0.89,0.68,1.11,35,28,22,13,8,5,16,12,9,5,3,2,19,16,13,8,5,3,3,10,16,25,30,33,3,7,10,14,16,17,0,3,6,11,14,16,92,74,58,34,21,13,84,63,47,26,16,11,100,84,68,42,26,16,8,26,42,66,79,87,16,37,53,74,84,89,0,16,32,58,74,84,28,18,7,14,8,2,14,10,5,74,47,18,74,42,11,74,53,26,47,42,53,6,32,32,32,50,53,47,26,32,21,47,42,53,17,8,9,45,42,47,20,11,9,53,58,47,11,5,6,29,26,32,24,26,21,42,42,42,34,32,37,6.03,6.21,5.84,1.66,1.74,1.58,95,92,74,63,63,47,32,21,1.8,1.85,1.75,1.77,1.55,1.99,84,6,6,3,4,11,7,6,10,9,6,8,9,5,8,1,9,4,4,13,26,0,39,32,47,16
Wolverhampton Wanderers FC,Wolverhampton Wanderers,2020/2021,England,38,19,19,0,12,7,5,9,4,5,17,8,9,1.18,1.32,1.05,12,12,16,12,36,52,-16,88,46,42,21,15,25,27,-4,-12,95,81,114,66,68,63,10,5,5,18,11,7,13,4,9,10,5,5,208,120,88,55,33,22,49,52,47,501,295,206,194,111,83,307,184,123,427,234,193,16,8,8,25,16,9,-9,-8,-1,6,2,4,18,10,8,14,7,7,0.95,0.84,1.05,2.32,2.42,2.21,0.95,1.11,0.79,1.37,1.32,1.42,1.08,1.26,0.89,0.42,0.42,0.42,0.66,0.84,0.47,35,24,16,8,4,1,18,13,9,4,2,0,17,11,7,4,2,1,3,14,22,30,34,37,1,6,10,15,17,19,2,8,12,15,17,18,92,63,42,21,11,3,95,68,47,21,11,0,89,58,37,21,11,5,8,37,58,79,89,97,5,32,53,79,89,100,11,42,63,79,89,95,22,11,6,11,8,4,11,3,2,58,29,16,58,42,21,58,16,11,32,37,26,11,26,26,26,47,58,37,34,21,47,26,26,26,19,9,10,50,47,53,28,13,15,74,68,79,7,5,2,18,26,11,16,11,21,47,53,42,37,37,37,5.47,6.32,4.63,1.45,1.74,1.16,84,79,66,63,53,34,26,13,1.54,1.8,1.28,1.55,1.4,1.7,63,2,3,2,3,7,3,6,5,5,4,9,4,4,7,8,5,3,8,24,21,26,45,42,47,13
Sheffield United FC,Sheffield United,2020/2021,England,38,19,19,0,7,5,2,2,1,1,29,13,16,0.61,0.84,0.37,20,18,20,20,20,63,-43,83,39,44,12,8,27,36,-15,-28,170,143,214,54,63,48,5,4,1,12,6,6,21,9,12,10,5,5,170,90,80,79,34,45,41,43,40,360,194,166,134,73,61,226,121,105,451,223,228,10,5,5,27,13,14,-17,-8,-9,5,3,2,14,7,7,19,9,10,0.76,0.84,0.68,2.18,2.05,2.32,0.53,0.63,0.42,1.66,1.42,1.89,0.97,0.95,1.0,0.26,0.26,0.26,0.71,0.68,0.74,38,22,15,5,3,0,19,11,6,2,1,0,19,11,9,3,2,0,0,16,23,33,35,38,0,8,13,17,18,19,0,8,10,16,17,19,100,58,39,13,8,0,100,58,32,11,5,0,100,58,47,16,11,0,0,42,61,87,92,100,0,42,68,89,95,100,0,42,53,84,89,100,27,8,2,13,4,1,14,4,1,71,21,5,68,21,5,74,21,5,18,26,11,17,13,21,5,32,32,32,55,47,63,26,26,26,16,9,7,42,47,37,28,14,14,74,74,74,5,2,3,13,11,16,13,16,11,37,37,37,50,47,53,4.47,4.74,4.21,2.08,1.79,2.37,92,79,71,57,45,39,26,24,0.96,1.03,0.88,1.76,1.67,1.84,53,3,2,4,0,1,3,1,3,3,6,2,4,9,9,5,13,8,7,5,5,5,76,68,84,16
Arsenal FC,Arsenal,2021/2022,England,38,19,19,0,22,13,9,3,2,1,13,4,9,1.82,2.16,1.47,5,3,6,5,61,48,13,109,52,57,35,26,17,31,18,-5,56,49,66,71,101,55,13,7,6,16,10,6,11,3,8,25,14,11,208,127,81,68,33,35,53,56,50,622,368,254,239,138,101,383,230,153,369,184,185,33,16,17,21,6,15,12,10,2,17,9,8,12,7,5,9,3,6,1.66,1.79,1.53,2.87,2.74,3.0,1.61,1.84,1.37,1.26,0.89,1.63,1.42,1.16,1.68,0.87,0.84,0.89,0.55,0.32,0.79,36,30,22,12,7,2,18,16,11,5,1,1,18,14,11,7,6,1,2,8,16,26,31,36,1,3,8,14,18,18,1,5,8,12,13,18,95,79,58,32,18,5,95,84,58,26,5,5,95,74,58,37,32,5,5,21,42,68,82,95,5,16,42,74,95,95,5,26,42,63,68,95,29,17,7,12,7,3,17,10,4,76,45,18,63,37,16,89,53,21,58,68,47,22,34,37,32,42,53,32,29,16,42,66,74,58,23,14,9,61,74,47,18,10,8,47,53,42,6,2,4,16,11,21,45,47,42,32,37,26,24,16,32,5.47,6.68,4.26,1.79,1.74,1.84,84,68,57,53,45,32,28,21,1.92,2.25,1.6,1.41,1.2,1.61,63,7,6,11,5,6,10,5,1,10,2,5,4,5,7,6,4,8,7,8,11,5,34,21,47,11
Tottenham Hotspur FC,Tottenham Hotspur,2021/2022,England,38,19,19,0,22,13,9,5,1,4,11,5,6,1.87,2.11,1.63,4,4,4,4,69,40,29,109,57,52,38,31,19,21,19,10,49,45,55,86,90,81,16,8,8,14,7,7,10,4,6,21,13,8,193,104,89,69,34,35,52,51,52,533,283,250,234,116,118,299,167,132,390,213,177,33,18,15,17,8,9,16,10,6,16,10,6,17,6,11,5,3,2,1.71,1.89,1.53,2.87,3.0,2.74,1.82,2.0,1.63,1.05,1.0,1.11,1.32,1.37,1.26,0.87,0.95,0.79,0.45,0.42,0.47,36,28,22,14,8,1,19,15,13,6,3,1,17,13,9,8,5,0,2,10,16,24,30,37,0,4,6,13,16,18,2,6,10,11,14,19,95,74,58,37,21,3,100,79,68,32,16,5,89,68,47,42,26,0,5,26,42,63,79,97,0,21,32,68,84,95,11,32,53,58,74,100,27,16,6,16,8,2,11,8,4,71,42,16,84,42,11,58,42,21,58,68,47,8,42,42,42,37,37,37,26,21,32,55,68,42,25,12,13,66,63,68,15,6,9,39,32,47,9,4,5,24,21,26,42,53,32,45,32,58,13,16,11,5.08,5.47,4.68,1.82,1.79,1.84,84,82,74,61,34,26,21,13,1.7,1.76,1.65,1.57,1.42,1.71,79,6,8,6,8,9,8,8,9,7,2,3,4,7,3,2,3,6,10,13,5,21,29,26,32,11
Manchester City FC,Manchester City,2021/2022,England,38,19,19,0,29,15,14,6,2,4,3,2,1,2.45,2.47,2.42,1,2,1,1,99,26,73,125,73,52,58,41,15,11,43,30,34,30,42,132,114,155,21,11,10,15,7,8,4,2,2,28,15,13,316,170,146,44,18,26,68,69,67,753,381,372,296,157,139,457,224,233,317,158,159,45,26,19,11,6,5,34,20,14,22,12,10,11,5,6,5,2,3,2.03,2.16,1.89,3.29,3.84,2.74,2.61,3.05,2.16,0.68,0.79,0.58,1.47,1.68,1.26,1.18,1.37,1.0,0.29,0.32,0.26,36,29,23,18,11,4,18,16,13,10,9,3,18,13,10,8,2,1,2,9,15,20,27,34,1,3,6,9,10,16,1,6,9,11,17,18,95,76,61,47,29,11,95,84,68,53,47,16,95,68,53,42,11,5,5,24,39,53,71,89,5,16,32,47,53,84,5,32,47,58,89,95,28,17,8,15,9,6,13,8,2,74,45,21,79,47,32,68,42,11,76,79,74,1,55,58,53,39,37,42,11,11,11,74,79,68,28,13,15,74,68,79,15,6,9,39,32,47,5,4,1,13,21,5,58,63,53,29,26,32,13,11,16,8.32,8.95,7.68,1.16,0.95,1.37,97,89,71,63,50,47,39,26,2.6,2.67,2.52,0.89,0.82,0.96,74,12,9,10,10,8,8,17,6,19,3,2,3,2,3,5,2,2,4,16,11,21,8,11,5,16
Leicester City FC,Leicester City,2021/2022,England,38,19,19,0,14,10,4,10,4,6,14,5,9,1.37,1.79,0.95,8,7,15,8,62,59,3,121,57,64,34,28,23,36,11,-8,55,50,61,58,74,48,7,6,1,26,10,16,6,4,2,20,11,9,185,93,92,57,22,35,52,53,51,477,253,224,200,110,90,277,143,134,353,170,183,27,14,13,30,12,18,-3,2,-5,9,5,4,18,10,8,11,4,7,1.18,1.32,1.05,3.18,3.0,3.37,1.63,1.79,1.47,1.55,1.21,1.89,1.5,1.37,1.63,0.71,0.74,0.68,0.79,0.63,0.95,37,33,24,13,7,4,18,14,12,7,4,2,19,19,12,6,3,2,1,5,14,25,31,34,1,5,7,12,15,17,0,0,7,13,16,17,97,87,63,34,18,11,95,74,63,37,21,11,100,100,63,32,16,11,3,13,37,66,82,89,5,26,37,63,79,89,0,0,37,68,84,89,29,20,6,12,10,3,17,10,3,76,53,16,63,53,16,89,53,16,37,53,21,16,18,32,5,68,53,84,16,21,11,53,58,47,16,11,5,42,58,26,17,9,8,45,47,42,14,6,8,37,32,42,24,26,21,47,53,42,29,21,37,4.87,4.89,4.84,1.5,1.16,1.84,89,79,71,55,47,37,34,18,1.46,1.54,1.37,1.81,1.73,1.9,89,3,7,4,8,9,6,9,5,11,7,7,9,6,2,5,7,5,11,26,21,32,37,26,47,13
Crystal Palace FC,Crystal Palace,2021/2022,England,38,19,19,0,11,7,4,15,8,7,12,4,8,1.26,1.53,1.0,12,10,13,12,50,46,4,96,44,52,27,23,17,29,10,-6,68,63,74,74,101,59,12,9,3,19,9,10,11,4,7,17,11,6,175,91,84,69,34,35,51,53,49,445,248,197,182,98,84,263,150,113,400,201,199,21,11,10,25,10,15,-4,1,-5,12,7,5,12,7,5,14,5,9,1.26,1.47,1.05,2.53,2.32,2.74,1.32,1.42,1.21,1.21,0.89,1.53,1.21,1.11,1.32,0.55,0.58,0.53,0.66,0.53,0.79,34,28,19,10,4,1,16,13,9,5,1,0,18,15,10,5,3,1,4,10,19,28,34,37,3,6,10,14,18,19,1,4,9,14,16,18,89,74,50,26,11,3,84,68,47,26,5,0,95,79,53,26,16,5,11,26,50,74,89,97,16,32,53,74,95,100,5,21,47,74,84,95,26,13,5,12,6,3,14,7,2,68,34,13,63,32,16,74,37,11,29,37,21,17,32,47,16,50,47,53,29,21,37,45,58,32,22,14,8,58,74,42,25,11,14,66,58,74,3,1,2,8,5,11,32,37,26,32,37,26,37,26,47,4.61,4.79,4.42,1.82,1.79,1.84,89,79,66,47,24,18,16,11,1.27,1.4,1.13,1.51,1.33,1.69,63,5,3,2,6,6,5,7,5,11,4,3,4,11,5,2,4,4,9,39,42,37,32,21,42,8
Everton FC,Everton,2021/2022,England,38,19,19,0,11,9,2,6,2,4,21,8,13,1.03,1.53,0.53,16,11,19,16,43,66,-23,109,52,57,27,16,25,41,2,-25,80,63,107,52,68,42,8,6,2,20,9,11,12,5,7,11,7,4,161,93,68,90,52,38,40,40,39,474,241,233,176,93,83,298,148,150,363,162,201,16,8,8,30,12,18,-14,-4,-10,7,4,3,15,8,7,16,7,9,0.95,1.05,0.84,2.87,2.74,3.0,1.13,1.42,0.84,1.74,1.32,2.16,1.21,1.05,1.37,0.42,0.42,0.42,0.79,0.63,0.95,36,28,21,13,8,2,18,11,9,7,5,1,18,17,12,6,3,1,2,10,17,25,30,36,1,8,10,12,14,18,1,2,7,13,16,18,95,74,55,34,21,5,95,58,47,37,26,5,95,89,63,32,16,5,5,26,45,66,79,95,5,42,53,63,74,95,5,11,37,68,84,95,26,14,6,12,6,2,14,8,4,68,37,16,63,32,11,74,42,21,29,47,11,25,21,32,11,53,47,58,32,26,37,29,37,21,16,10,6,42,53,32,26,13,13,68,68,68,8,3,5,21,16,26,18,21,16,39,42,37,42,37,47,4.24,4.89,3.58,2.37,2.74,2.0,89,74,57,47,39,32,26,21,1.3,1.35,1.25,1.77,1.6,1.93,84,4,1,5,2,7,6,6,7,5,3,8,6,7,8,9,8,8,9,16,11,21,55,42,68,8
Burnley FC,Burnley,2021/2022,England,38,19,19,0,7,5,2,14,6,8,17,8,9,0.92,1.11,0.74,18,17,18,18,34,53,-19,87,43,44,18,16,25,28,-7,-12,101,95,107,65,68,61,9,6,3,18,8,10,16,8,8,13,7,6,183,102,81,72,34,38,40,41,39,456,252,204,168,91,77,288,161,127,383,191,192,17,9,8,27,13,14,-10,-4,-6,7,3,4,13,8,5,18,8,10,0.89,0.89,0.89,2.29,2.26,2.32,0.89,0.95,0.84,1.39,1.32,1.47,1.16,1.16,1.16,0.45,0.47,0.42,0.71,0.68,0.74,33,27,14,10,2,1,16,12,7,5,2,1,17,15,7,5,0,0,5,11,24,28,36,37,3,7,12,14,17,18,2,4,12,14,19,19,87,71,37,26,5,3,84,63,37,26,11,5,89,79,37,26,0,0,13,29,63,74,95,97,16,37,63,74,89,95,11,21,63,74,100,100,26,10,5,11,6,3,15,4,2,68,26,13,58,32,16,79,21,11,18,26,11,6,24,32,16,47,42,53,42,42,42,34,37,32,18,11,7,47,58,37,27,14,13,71,74,68,5,2,3,13,11,16,18,16,21,34,42,26,47,42,53,4.82,5.37,4.26,1.89,1.79,2.0,97,95,87,74,57,45,34,24,1.25,1.37,1.13,1.87,1.67,2.07,61,2,5,2,6,5,4,4,2,4,7,5,3,8,7,5,5,5,8,37,32,42,45,42,47,18
Southampton FC,Southampton,2021/2022,England,38,19,19,0,9,6,3,13,7,6,16,6,10,1.05,1.32,0.79,15,12,17,15,43,67,-24,110,47,63,23,20,24,43,-1,-23,80,74,86,51,71,40,8,6,2,23,11,12,9,3,6,18,14,4,233,114,119,67,33,34,48,45,50,509,253,256,201,102,99,308,151,157,385,200,185,24,16,8,32,12,20,-8,4,-12,13,9,4,13,8,5,12,2,10,1.37,1.84,0.89,2.89,2.47,3.32,1.13,1.21,1.05,1.76,1.26,2.26,1.47,1.47,1.47,0.63,0.84,0.42,0.84,0.63,1.05,36,31,22,15,5,1,18,14,8,4,2,1,18,17,14,11,3,0,2,7,16,23,33,37,1,5,11,15,17,18,1,2,5,8,16,19,95,82,58,39,13,3,95,74,42,21,11,5,95,89,74,58,16,0,5,18,42,61,87,97,5,26,58,79,89,95,5,11,26,42,84,100,31,17,7,15,8,4,16,9,3,82,45,18,79,42,21,84,47,16,24,32,16,18,21,32,11,61,58,63,24,16,32,47,74,21,17,11,6,45,58,32,17,5,12,45,26,63,11,7,4,29,37,21,34,47,21,34,42,26,32,11,53,6.13,6.0,6.26,1.76,1.74,1.79,89,87,76,68,55,47,34,24,1.57,1.56,1.57,1.67,1.66,1.67,76,7,2,6,5,8,3,4,3,5,7,7,8,6,9,10,7,4,9,34,37,32,42,32,53,13
Manchester United FC,Manchester United,2021/2022,England,38,19,19,0,16,10,6,10,5,5,12,4,8,1.53,1.84,1.21,6,5,9,6,57,57,0,114,54,60,32,25,22,35,10,-10,60,54,68,60,78,49,8,5,3,22,10,12,9,5,4,20,11,9,197,95,102,79,33,46,53,53,52,549,301,248,226,120,106,323,181,142,380,171,209,22,13,9,25,10,15,-3,3,-6,12,8,4,15,9,6,11,2,9,1.34,1.74,0.95,3.0,2.84,3.16,1.5,1.68,1.32,1.5,1.16,1.84,1.24,1.21,1.26,0.58,0.68,0.47,0.66,0.53,0.79,37,29,19,16,10,3,18,14,8,7,6,1,19,15,11,9,4,2,1,9,19,22,28,35,1,5,11,12,13,18,0,4,8,10,15,17,97,76,50,42,26,8,95,74,42,37,32,5,100,79,58,47,21,11,3,24,50,58,74,92,5,26,58,63,68,95,0,21,42,53,79,89,26,13,6,11,6,4,15,7,2,68,34,16,58,32,21,79,37,11,42,53,32,18,21,26,16,58,53,63,24,26,21,53,58,47,21,13,8,55,68,42,21,10,11,55,53,58,8,4,4,21,21,21,32,42,21,39,47,32,29,11,47,5.18,5.0,5.37,2.08,1.74,2.42,89,84,82,68,61,37,21,13,1.74,1.88,1.6,1.65,1.54,1.77,76,4,3,4,7,6,7,10,8,8,6,3,6,6,9,8,6,3,10,26,26,26,32,21,42,8
Liverpool FC,Liverpool,2021/2022,England,38,19,19,0,28,15,13,8,4,4,2,0,2,2.42,2.58,2.26,2,1,2,2,94,26,68,120,58,62,49,45,9,17,40,28,36,35,38,132,191,101,21,12,9,16,7,9,1,0,1,26,14,12,282,150,132,52,23,29,63,66,60,761,416,345,291,152,139,470,264,206,359,166,193,44,21,23,14,4,10,30,17,13,21,12,9,16,7,9,1,0,1,2.08,2.26,1.89,3.16,3.05,3.26,2.47,2.58,2.37,0.68,0.47,0.89,1.53,1.32,1.74,1.16,1.11,1.21,0.37,0.21,0.53,38,32,24,18,6,2,19,17,11,9,1,1,19,15,13,9,5,1,0,6,14,20,32,36,0,2,8,10,18,18,0,4,6,10,14,18,100,84,63,47,16,5,100,89,58,47,5,5,100,79,68,47,26,5,0,16,37,53,84,95,0,11,42,53,95,95,0,21,32,53,74,95,30,18,8,14,7,4,16,11,4,79,47,21,74,37,21,84,58,21,74,79,68,18,55,63,47,42,37,47,3,0,5,68,74,63,26,15,11,68,79,58,8,5,3,21,26,16,12,4,8,32,21,42,55,63,47,42,37,47,3,0,5,7.42,7.89,6.95,1.37,1.21,1.53,87,76,71,66,53,47,34,18,2.52,2.73,2.31,1.08,0.98,1.18,76,9,8,11,11,8,7,15,9,16,5,2,2,2,4,3,4,2,2,21,21,21,5,0,11,8
